"EstadoCivil";"Genero";"Email";"IngresoAnual";"TotalHijos";"Educacion";"Ocupacion";"Propietario";"CantAutomoviles";"Distancia";"Region";"Edad";"confidence(1)";"confidence(0)";"Comprará bicicleta"
"S";"F";"margaret3@mineriadedatos.com.ar";"30000";"0";"Estudios universitarios (en curso)";"Administrativo";"0";"1";"2-5 Km.";"Centro";"37";"0.5555555555555556";"0.4444444444444444";"1"
"C";"M";"zachary48@mineriadedatos.com.ar";"120000";"3";"Licenciatura";"Gesti�n";"1";"2";"10+ Km.";"Centro";"59";"1.0";"0.0";"1"
"S";"M";"jake7@mineriadedatos.com.ar";"40000";"0";"Estudios de postgrado";"Administrativo";"0";"0";"0-1 Km.";"Centro";"43";"0.8701298701298701";"0.12987012987012986";"1"
"C";"F";"riley40@mineriadedatos.com.ar";"160000";"1";"Estudios universitarios (en curso)";"Profesional";"0";"3";"2-5 Km.";"Norte";"53";"0.8";"0.2";"1"
"C";"M";"raymond2@mineriadedatos.com.ar";"100000";"0";"Estudios universitarios (en curso)";"Profesional";"1";"2";"2-5 Km.";"Norte";"50";"0.8";"0.2";"1"
"C";"M";"raymond8@mineriadedatos.com.ar";"100000";"0";"Estudios de postgrado";"Gesti�n";"1";"0";"2-5 Km.";"Sur";"46";"1.0";"0.0";"1"
"C";"M";"wyatt30@mineriadedatos.com.ar";"60000";"2";"Estudios universitarios (en curso)";"Profesional";"1";"2";"2-5 Km.";"Norte";"63";"0.6666666666666666";"0.3333333333333333";"1"
"C";"F";"leslie21@mineriadedatos.com.ar";"100000";"4";"Educaci�n secundaria (en curso)";"Profesional";"0";"1";"5-10 Km.";"Centro";"65";"0.5984990619136961";"0.40150093808630394";"1"
"C";"F";"sharon26@mineriadedatos.com.ar";"20000";"2";"Educaci�n secundaria (en curso)";"Administrativo";"1";"3";"5-10 Km.";"Sur";"60";"0.5555555555555556";"0.4444444444444444";"1"
"S";"F";"kari38@mineriadedatos.com.ar";"40000";"0";"Estudios de postgrado";"Obrero especializado";"0";"0";"0-1 Km.";"Centro";"39";"0.8701298701298701";"0.12987012987012986";"1"
"S";"F";"monica18@mineriadedatos.com.ar";"30000";"3";"Estudios universitarios (en curso)";"Administrativo";"0";"4";"0-1 Km.";"Centro";"34";"0.8571428571428571";"0.14285714285714285";"1"
"C";"M";"andres11@mineriadedatos.com.ar";"40000";"1";"Licenciatura";"Obrero especializado";"1";"0";"1-2 Km.";"Centro";"38";"0.9545454545454546";"0.045454545454545456";"1"
"S";"M";"ernest10@mineriadedatos.com.ar";"60000";"2";"Licenciatura";"Profesional";"0";"1";"0-1 Km.";"Sur";"44";"1.0";"0.0";"1"
"S";"M";"terrence2@mineriadedatos.com.ar";"30000";"2";"Estudios universitarios (en curso)";"Obrero";"1";"0";"0-1 Km.";"Centro";"47";"0.7878787878787878";"0.21212121212121213";"1"
"S";"M";"dylan17@mineriadedatos.com.ar";"60000";"0";"Licenciatura";"Profesional";"0";"1";"2-5 Km.";"Norte";"45";"1.0";"0.0";"1"
"S";"M";"drew7@mineriadedatos.com.ar";"30000";"0";"Educaci�n secundaria";"Obrero";"0";"1";"2-5 Km.";"Centro";"41";"0.5984990619136961";"0.40150093808630394";"1"
"C";"F";"barbara45@mineriadedatos.com.ar";"120000";"0";"Educaci�n secundaria (en curso)";"Gesti�n";"1";"4";"10+ Km.";"Sur";"42";"0.5776173285198556";"0.4223826714801444";"1"
"C";"F";"cassie7@mineriadedatos.com.ar";"20000";"2";"Estudios universitarios (en curso)";"Obrero";"1";"1";"1-2 Km.";"Centro";"62";"0.7567567567567568";"0.24324324324324326";"1"
"C";"F";"jacquelyn16@mineriadedatos.com.ar";"130000";"3";"Estudios universitarios (en curso)";"Profesional";"0";"3";"5-10 Km.";"Centro";"57";"0.6666666666666666";"0.3333333333333333";"1"
"S";"M";"jessie20@mineriadedatos.com.ar";"20000";"2";"Educaci�n secundaria (en curso)";"Administrativo";"0";"3";"1-2 Km.";"Sur";"60";"0.9411764705882353";"0.058823529411764705";"1"
"S";"M";"jay45@mineriadedatos.com.ar";"30000";"2";"Estudios universitarios (en curso)";"Administrativo";"0";"2";"1-2 Km.";"Sur";"66";"1.0";"0.0";"1"
"S";"F";"aimee14@mineriadedatos.com.ar";"80000";"2";"Estudios universitarios (en curso)";"Obrero especializado";"0";"2";"1-2 Km.";"Sur";"58";"1.0";"0.0";"1"
"C";"M";"lucas28@mineriadedatos.com.ar";"70000";"3";"Estudios de postgrado";"Gesti�n";"1";"2";"5-10 Km.";"Norte";"59";"0.7333333333333333";"0.26666666666666666";"1"
"S";"F";"gabriella7@mineriadedatos.com.ar";"80000";"4";"Licenciatura";"Gesti�n";"0";"0";"0-1 Km.";"Norte";"50";"0.6384615384615384";"0.36153846153846153";"1"
"S";"F";"brandy6@mineriadedatos.com.ar";"30000";"3";"Educaci�n secundaria";"Obrero especializado";"1";"2";"5-10 Km.";"Sur";"62";"0.6190476190476191";"0.38095238095238093";"1"
"S";"M";"lucas64@mineriadedatos.com.ar";"10000";"0";"Estudios universitarios (en curso)";"Obrero";"1";"1";"2-5 Km.";"Sur";"34";"0.9166666666666666";"0.08333333333333333";"1"
"S";"F";"chloe68@mineriadedatos.com.ar";"60000";"0";"Estudios de postgrado";"Profesional";"1";"0";"2-5 Km.";"Norte";"46";"0.6285714285714286";"0.37142857142857144";"1"
"C";"F";"alexa21@mineriadedatos.com.ar";"70000";"4";"Estudios de postgrado";"Profesional";"0";"0";"0-1 Km.";"Norte";"42";"0.9285714285714286";"0.07142857142857142";"1"
"C";"F";"felicia1@mineriadedatos.com.ar";"120000";"0";"Educaci�n secundaria (en curso)";"Profesional";"1";"4";"10+ Km.";"Sur";"42";"0.5776173285198556";"0.4223826714801444";"1"
"C";"M";"sean26@mineriadedatos.com.ar";"40000";"1";"Estudios universitarios (en curso)";"Administrativo";"1";"1";"1-2 Km.";"Norte";"58";"0.8";"0.2";"1"
"S";"M";"gabriel42@mineriadedatos.com.ar";"40000";"3";"Educaci�n secundaria (en curso)";"Administrativo";"0";"2";"1-2 Km.";"Sur";"59";"0.9411764705882353";"0.058823529411764705";"1"
"C";"F";"sydney30@mineriadedatos.com.ar";"40000";"1";"Licenciatura";"Obrero especializado";"1";"0";"0-1 Km.";"Centro";"48";"0.6666666666666666";"0.3333333333333333";"1"
"C";"M";"tristan2@mineriadedatos.com.ar";"70000";"1";"Estudios universitarios (en curso)";"Obrero especializado";"1";"1";"2-5 Km.";"Norte";"51";"0.5";"0.5";"1"
"S";"F";"jessie40@mineriadedatos.com.ar";"10000";"1";"Educaci�n secundaria";"Obrero";"0";"0";"1-2 Km.";"Sur";"36";"1.0";"0.0";"1"
"C";"M";"eduardo49@mineriadedatos.com.ar";"90000";"4";"Licenciatura";"Gesti�n";"1";"1";"0-1 Km.";"Norte";"44";"0.6384615384615384";"0.36153846153846153";"1"
"S";"F";"trisha8@mineriadedatos.com.ar";"30000";"1";"Licenciatura";"Administrativo";"1";"0";"0-1 Km.";"Centro";"43";"0.9545454545454546";"0.045454545454545456";"1"
"S";"F";"trinity14@mineriadedatos.com.ar";"60000";"3";"Licenciatura";"Obrero especializado";"1";"0";"2-5 Km.";"Norte";"46";"1.0";"0.0";"1"
"C";"F";"mariah17@mineriadedatos.com.ar";"60000";"2";"Estudios de postgrado";"Gesti�n";"1";"2";"5-10 Km.";"Norte";"78";"1.0";"0.0";"1"
"C";"F";"sarah45@mineriadedatos.com.ar";"60000";"1";"Licenciatura";"Profesional";"1";"1";"0-1 Km.";"Norte";"55";"1.0";"0.0";"1"
"C";"F";"maria65@mineriadedatos.com.ar";"60000";"1";"Estudios universitarios (en curso)";"Obrero especializado";"1";"1";"0-1 Km.";"Norte";"51";"0.6097560975609756";"0.3902439024390244";"1"
"S";"F";"stacey20@mineriadedatos.com.ar";"40000";"2";"Estudios universitarios (en curso)";"Administrativo";"1";"0";"1-2 Km.";"Centro";"42";"0.9166666666666666";"0.08333333333333333";"1"
"C";"F";"amanda56@mineriadedatos.com.ar";"50000";"1";"Licenciatura";"Obrero especializado";"1";"0";"2-5 Km.";"Norte";"43";"0.9038461538461539";"0.09615384615384616";"1"
"C";"M";"thomas57@mineriadedatos.com.ar";"40000";"1";"Estudios universitarios (en curso)";"Administrativo";"1";"1";"0-1 Km.";"Norte";"57";"0.6097560975609756";"0.3902439024390244";"1"
"C";"F";"carol24@mineriadedatos.com.ar";"110000";"3";"Licenciatura";"Gesti�n";"0";"4";"5-10 Km.";"Centro";"66";"1.0";"0.0";"1"
"C";"M";"grant12@mineriadedatos.com.ar";"40000";"1";"Licenciatura";"Obrero especializado";"0";"0";"0-1 Km.";"Centro";"38";"0.9545454545454546";"0.045454545454545456";"1"
"S";"M";"ross4@mineriadedatos.com.ar";"70000";"0";"Licenciatura";"Profesional";"0";"1";"5-10 Km.";"Sur";"50";"0.5";"0.5";"1"
"S";"F";"taylor36@mineriadedatos.com.ar";"60000";"0";"Estudios universitarios (en curso)";"Profesional";"0";"2";"1-2 Km.";"Norte";"38";"1.0";"0.0";"1"
"C";"F";"ashley21@mineriadedatos.com.ar";"100000";"0";"Estudios universitarios (en curso)";"Profesional";"1";"2";"2-5 Km.";"Norte";"49";"0.8";"0.2";"1"
"C";"M";"jonathan37@mineriadedatos.com.ar";"60000";"4";"Estudios de postgrado";"Obrero especializado";"0";"0";"0-1 Km.";"Norte";"53";"0.5";"0.5";"1"
"C";"F";"natalie41@mineriadedatos.com.ar";"30000";"1";"Licenciatura";"Administrativo";"1";"0";"1-2 Km.";"Centro";"44";"0.9545454545454546";"0.045454545454545456";"1"
"C";"F";"kristen16@mineriadedatos.com.ar";"90000";"1";"Estudios de postgrado";"Gesti�n";"1";"1";"1-2 Km.";"Sur";"82";"1.0";"0.0";"1"
"S";"M";"james78@mineriadedatos.com.ar";"70000";"0";"Licenciatura";"Profesional";"0";"1";"0-1 Km.";"Norte";"45";"1.0";"0.0";"1"
"C";"F";"jennifer82@mineriadedatos.com.ar";"60000";"3";"Estudios de postgrado";"Gesti�n";"1";"2";"5-10 Km.";"Norte";"59";"1.0";"0.0";"1"
"S";"F";"rachel32@mineriadedatos.com.ar";"130000";"4";"Estudios universitarios (en curso)";"Profesional";"0";"4";"5-10 Km.";"Centro";"67";"0.5";"0.5";"1"
"S";"M";"larry18@mineriadedatos.com.ar";"80000";"4";"Licenciatura";"Profesional";"0";"1";"1-2 Km.";"Sur";"48";"1.0";"0.0";"1"
"C";"M";"isaiah0@mineriadedatos.com.ar";"70000";"2";"Licenciatura";"Obrero especializado";"1";"1";"2-5 Km.";"Norte";"44";"0.9038461538461539";"0.09615384615384616";"1"
"C";"M";"louis17@mineriadedatos.com.ar";"20000";"2";"Estudios universitarios (en curso)";"Obrero";"1";"0";"0-1 Km.";"Centro";"70";"1.0";"0.0";"1"
"S";"F";"emma7@mineriadedatos.com.ar";"60000";"0";"Estudios de postgrado";"Profesional";"0";"1";"0-1 Km.";"Norte";"48";"1.0";"0.0";"1"
"C";"F";"lydia12@mineriadedatos.com.ar";"40000";"1";"Licenciatura";"Obrero especializado";"1";"0";"1-2 Km.";"Centro";"38";"0.9545454545454546";"0.045454545454545456";"1"
"C";"F";"katelyn26@mineriadedatos.com.ar";"130000";"1";"Licenciatura";"Gesti�n";"1";"3";"2-5 Km.";"Norte";"51";"0.8888888888888888";"0.1111111111111111";"1"
"C";"M";"mitchell12@mineriadedatos.com.ar";"20000";"2";"Educaci�n secundaria (en curso)";"Administrativo";"1";"3";"5-10 Km.";"Sur";"61";"0.5555555555555556";"0.4444444444444444";"1"
"C";"M";"thomas34@mineriadedatos.com.ar";"20000";"2";"Educaci�n secundaria (en curso)";"Administrativo";"1";"2";"5-10 Km.";"Sur";"63";"0.5555555555555556";"0.4444444444444444";"1"
"S";"M";"hector1@mineriadedatos.com.ar";"20000";"2";"Educaci�n secundaria";"Obrero";"0";"0";"0-1 Km.";"Centro";"47";"1.0";"0.0";"1"
"C";"M";"jason50@mineriadedatos.com.ar";"60000";"4";"Licenciatura";"Profesional";"1";"2";"2-5 Km.";"Norte";"49";"0.6153846153846154";"0.38461538461538464";"1"
"C";"F";"ebony39@mineriadedatos.com.ar";"120000";"1";"Estudios de postgrado";"Gesti�n";"1";"0";"0-1 Km.";"Sur";"43";"0.9655172413793104";"0.034482758620689655";"1"
"C";"F";"emma26@mineriadedatos.com.ar";"40000";"1";"Licenciatura";"Obrero especializado";"1";"0";"0-1 Km.";"Centro";"47";"0.6666666666666666";"0.3333333333333333";"1"
"S";"F";"margaret27@mineriadedatos.com.ar";"30000";"0";"Educaci�n secundaria";"Obrero";"1";"1";"2-5 Km.";"Centro";"35";"0.5984990619136961";"0.40150093808630394";"1"
"C";"M";"raymond15@mineriadedatos.com.ar";"10000";"0";"Estudios universitarios (en curso)";"Obrero";"0";"1";"0-1 Km.";"Sur";"32";"1.0";"0.0";"1"
"S";"M";"jared6@mineriadedatos.com.ar";"20000";"2";"Estudios universitarios (en curso)";"Obrero";"0";"1";"2-5 Km.";"Centro";"53";"0.7567567567567568";"0.24324324324324326";"1"
"S";"F";"melinda14@mineriadedatos.com.ar";"60000";"2";"Licenciatura";"Profesional";"0";"1";"0-1 Km.";"Sur";"45";"1.0";"0.0";"1"
"S";"M";"eduardo72@mineriadedatos.com.ar";"60000";"5";"Licenciatura";"Gesti�n";"1";"3";"10+ Km.";"Norte";"66";"1.0";"0.0";"1"
"C";"M";"jerome8@mineriadedatos.com.ar";"40000";"1";"Estudios universitarios (en curso)";"Administrativo";"1";"1";"1-2 Km.";"Norte";"58";"0.8";"0.2";"1"
"C";"F";"stephanie55@mineriadedatos.com.ar";"20000";"1";"Estudios universitarios (en curso)";"Obrero";"1";"1";"2-5 Km.";"Centro";"44";"0.5714285714285714";"0.42857142857142855";"1"
"C";"M";"alvin10@mineriadedatos.com.ar";"40000";"1";"Licenciatura";"Obrero especializado";"1";"0";"0-1 Km.";"Centro";"47";"0.6666666666666666";"0.3333333333333333";"1"
"S";"M";"peter16@mineriadedatos.com.ar";"40000";"3";"Educaci�n secundaria (en curso)";"Administrativo";"0";"2";"1-2 Km.";"Sur";"58";"0.9411764705882353";"0.058823529411764705";"1"
"C";"F";"chloe33@mineriadedatos.com.ar";"70000";"4";"Estudios de postgrado";"Gesti�n";"1";"2";"10+ Km.";"Norte";"74";"0.6060606060606061";"0.3939393939393939";"1"
"C";"F";"kimberly24@mineriadedatos.com.ar";"40000";"1";"Estudios universitarios (en curso)";"Administrativo";"1";"1";"0-1 Km.";"Norte";"59";"0.6097560975609756";"0.3902439024390244";"1"
"S";"F";"cristina15@mineriadedatos.com.ar";"70000";"2";"Educaci�n secundaria";"Profesional";"0";"2";"1-2 Km.";"Sur";"55";"0.5776173285198556";"0.4223826714801444";"1"
"C";"F";"renee1@mineriadedatos.com.ar";"50000";"0";"Estudios de postgrado";"Obrero especializado";"1";"0";"1-2 Km.";"Norte";"41";"0.9285714285714286";"0.07142857142857142";"1"
"S";"M";"ernest16@mineriadedatos.com.ar";"20000";"0";"Estudios universitarios (en curso)";"Obrero";"0";"1";"2-5 Km.";"Centro";"43";"0.5";"0.5";"1"
"S";"M";"omar26@mineriadedatos.com.ar";"30000";"0";"Educaci�n secundaria";"Obrero";"0";"1";"2-5 Km.";"Centro";"39";"0.5984990619136961";"0.40150093808630394";"1"
"C";"M";"troy0@mineriadedatos.com.ar";"20000";"0";"Estudios universitarios (en curso)";"Obrero";"1";"0";"0-1 Km.";"Sur";"36";"1.0";"0.0";"1"
"S";"M";"tristan18@mineriadedatos.com.ar";"40000";"3";"Estudios universitarios (en curso)";"Profesional";"0";"2";"1-2 Km.";"Norte";"61";"1.0";"0.0";"1"
"S";"F";"gloria17@mineriadedatos.com.ar";"90000";"0";"Licenciatura";"Profesional";"0";"3";"10+ Km.";"Sur";"38";"0.6451612903225806";"0.3548387096774194";"1"
"C";"F";"elizabeth20@mineriadedatos.com.ar";"40000";"1";"Estudios universitarios (en curso)";"Administrativo";"1";"1";"1-2 Km.";"Norte";"56";"1.0";"0.0";"1"
"C";"M";"devin37@mineriadedatos.com.ar";"130000";"1";"Estudios de postgrado";"Gesti�n";"1";"0";"0-1 Km.";"Norte";"47";"0.6384615384615384";"0.36153846153846153";"1"
"C";"M";"noah59@mineriadedatos.com.ar";"40000";"4";"Estudios universitarios (en curso)";"Administrativo";"0";"0";"0-1 Km.";"Norte";"37";"1.0";"0.0";"1"
"S";"M";"noah58@mineriadedatos.com.ar";"70000";"0";"Estudios universitarios (en curso)";"Obrero especializado";"1";"2";"5-10 Km.";"Norte";"40";"0.8823529411764706";"0.11764705882352941";"1"
"S";"M";"jon45@mineriadedatos.com.ar";"10000";"2";"Educaci�n secundaria";"Obrero";"1";"1";"0-1 Km.";"Centro";"45";"0.76";"0.24";"1"
"C";"M";"richard41@mineriadedatos.com.ar";"80000";"4";"Estudios de postgrado";"Gesti�n";"0";"2";"1-2 Km.";"Norte";"74";"1.0";"0.0";"1"
"S";"F";"laura25@mineriadedatos.com.ar";"70000";"0";"Licenciatura";"Profesional";"0";"2";"0-1 Km.";"Sur";"49";"1.0";"0.0";"1"
"S";"F";"riley30@mineriadedatos.com.ar";"60000";"0";"Estudios de postgrado";"Profesional";"0";"1";"0-1 Km.";"Norte";"45";"1.0";"0.0";"1"
"S";"F";"rebekah27@mineriadedatos.com.ar";"40000";"0";"Licenciatura";"Profesional";"1";"0";"0-1 Km.";"Centro";"46";"0.6666666666666666";"0.3333333333333333";"1"
"C";"F";"victoria61@mineriadedatos.com.ar";"80000";"3";"Estudios universitarios (en curso)";"Profesional";"0";"2";"2-5 Km.";"Norte";"56";"0.8";"0.2";"1"
"C";"M";"ian15@mineriadedatos.com.ar";"10000";"1";"Educaci�n secundaria";"Obrero";"1";"0";"2-5 Km.";"Sur";"33";"1.0";"0.0";"1"
"C";"F";"brandi3@mineriadedatos.com.ar";"40000";"0";"Licenciatura";"Profesional";"0";"0";"0-1 Km.";"Centro";"46";"0.6666666666666666";"0.3333333333333333";"1"
"C";"F";"abigail9@mineriadedatos.com.ar";"40000";"0";"Licenciatura";"Profesional";"0";"1";"0-1 Km.";"Norte";"48";"0.5";"0.5";"1"
"S";"F";"emily5@mineriadedatos.com.ar";"60000";"2";"Licenciatura";"Obrero especializado";"0";"0";"0-1 Km.";"Norte";"43";"0.8333333333333334";"0.16666666666666666";"1"
"C";"M";"marshall7@mineriadedatos.com.ar";"150000";"1";"Estudios universitarios (en curso)";"Profesional";"0";"3";"5-10 Km.";"Centro";"54";"0.6666666666666666";"0.3333333333333333";"1"
"S";"M";"hunter54@mineriadedatos.com.ar";"80000";"0";"Licenciatura";"Gesti�n";"0";"1";"0-1 Km.";"Norte";"41";"0.6384615384615384";"0.36153846153846153";"1"
"S";"F";"taylor14@mineriadedatos.com.ar";"90000";"0";"Estudios universitarios (en curso)";"Profesional";"0";"1";"5-10 Km.";"Norte";"49";"0.5";"0.5";"1"
"S";"M";"zachary25@mineriadedatos.com.ar";"60000";"0";"Estudios de postgrado";"Obrero especializado";"0";"0";"1-2 Km.";"Norte";"46";"1.0";"0.0";"1"
"S";"M";"jeremiah14@mineriadedatos.com.ar";"70000";"1";"Estudios de postgrado";"Profesional";"1";"0";"2-5 Km.";"Norte";"40";"0.9375";"0.0625";"1"
"C";"F";"cheryl2@mineriadedatos.com.ar";"40000";"1";"Licenciatura";"Obrero especializado";"1";"1";"0-1 Km.";"Centro";"51";"0.6666666666666666";"0.3333333333333333";"1"
"C";"F";"natalie2@mineriadedatos.com.ar";"80000";"3";"Estudios universitarios (en curso)";"Profesional";"1";"1";"5-10 Km.";"Norte";"57";"1.0";"0.0";"1"
"C";"F";"caitlin12@mineriadedatos.com.ar";"40000";"1";"Estudios universitarios (en curso)";"Administrativo";"1";"1";"0-1 Km.";"Norte";"55";"0.6097560975609756";"0.3902439024390244";"1"
"S";"F";"morgan53@mineriadedatos.com.ar";"60000";"2";"Licenciatura";"Obrero especializado";"0";"0";"0-1 Km.";"Norte";"44";"0.8333333333333334";"0.16666666666666666";"1"
"C";"F";"evelyn15@mineriadedatos.com.ar";"30000";"3";"Educaci�n secundaria";"Obrero especializado";"1";"2";"5-10 Km.";"Sur";"62";"0.6190476190476191";"0.38095238095238093";"1"
"C";"F";"christine9@mineriadedatos.com.ar";"130000";"4";"Estudios universitarios (en curso)";"Profesional";"1";"4";"5-10 Km.";"Centro";"68";"0.6363636363636364";"0.36363636363636365";"1"
"S";"M";"shaun3@mineriadedatos.com.ar";"10000";"3";"Educaci�n secundaria";"Obrero";"1";"0";"0-1 Km.";"Centro";"44";"0.76";"0.24";"1"
"S";"M";"arturo16@mineriadedatos.com.ar";"90000";"2";"Licenciatura";"Profesional";"1";"0";"1-2 Km.";"Sur";"46";"1.0";"0.0";"1"
"C";"M";"steven13@mineriadedatos.com.ar";"60000";"1";"Estudios universitarios (en curso)";"Obrero especializado";"0";"1";"0-1 Km.";"Norte";"51";"0.6097560975609756";"0.3902439024390244";"1"
"C";"F";"donna20@mineriadedatos.com.ar";"70000";"2";"Licenciatura";"Obrero especializado";"1";"1";"2-5 Km.";"Norte";"45";"0.9038461538461539";"0.09615384615384616";"1"
"S";"F";"angela13@mineriadedatos.com.ar";"70000";"4";"Estudios de postgrado";"Profesional";"1";"0";"2-5 Km.";"Norte";"47";"0.9375";"0.0625";"1"
"S";"M";"devin31@mineriadedatos.com.ar";"80000";"2";"Educaci�n secundaria";"Obrero especializado";"1";"2";"5-10 Km.";"Sur";"57";"0.5776173285198556";"0.4223826714801444";"1"
"C";"M";"connor49@mineriadedatos.com.ar";"60000";"1";"Estudios universitarios (en curso)";"Obrero especializado";"0";"1";"0-1 Km.";"Norte";"53";"0.6097560975609756";"0.3902439024390244";"1"
"S";"F";"lydia0@mineriadedatos.com.ar";"70000";"0";"Licenciatura";"Profesional";"0";"1";"0-1 Km.";"Sur";"49";"1.0";"0.0";"1"
"S";"M";"fernando43@mineriadedatos.com.ar";"40000";"0";"Licenciatura";"Administrativo";"1";"0";"0-1 Km.";"Centro";"45";"0.6666666666666666";"0.3333333333333333";"1"
"S";"F";"al�cia18@mineriadedatos.com.ar";"80000";"2";"Educaci�n secundaria";"Obrero especializado";"0";"2";"1-2 Km.";"Sur";"56";"0.5776173285198556";"0.4223826714801444";"1"
"C";"F";"ariana4@mineriadedatos.com.ar";"40000";"1";"Estudios universitarios (en curso)";"Administrativo";"1";"1";"0-1 Km.";"Norte";"57";"0.6097560975609756";"0.3902439024390244";"1"
"C";"F";"rachel19@mineriadedatos.com.ar";"80000";"5";"Estudios de postgrado";"Profesional";"1";"0";"0-1 Km.";"Norte";"54";"0.9285714285714286";"0.07142857142857142";"1"
"C";"F";"morgan3@mineriadedatos.com.ar";"70000";"0";"Estudios de postgrado";"Profesional";"1";"0";"2-5 Km.";"Norte";"46";"0.9375";"0.0625";"1"
"C";"M";"alejandro34@mineriadedatos.com.ar";"60000";"1";"Estudios universitarios (en curso)";"Obrero especializado";"1";"1";"0-1 Km.";"Sur";"52";"0.9655172413793104";"0.034482758620689655";"1"
"C";"F";"elizabeth35@mineriadedatos.com.ar";"70000";"0";"Estudios universitarios (en curso)";"Obrero especializado";"0";"2";"0-1 Km.";"Norte";"34";"1.0";"0.0";"1"
"C";"M";"elijah30@mineriadedatos.com.ar";"70000";"4";"Licenciatura";"Profesional";"1";"3";"2-5 Km.";"Norte";"50";"0.8888888888888888";"0.1111111111111111";"1"
"S";"F";"sara14@mineriadedatos.com.ar";"120000";"1";"Estudios universitarios (en curso)";"Profesional";"1";"4";"5-10 Km.";"Norte";"51";"0.7272727272727273";"0.2727272727272727";"1"
"S";"M";"theodore7@mineriadedatos.com.ar";"10000";"3";"Educaci�n secundaria";"Obrero";"1";"0";"0-1 Km.";"Centro";"45";"0.76";"0.24";"1"
"C";"F";"cindy12@mineriadedatos.com.ar";"90000";"1";"Estudios de postgrado";"Gesti�n";"0";"0";"0-1 Km.";"Sur";"44";"0.9655172413793104";"0.034482758620689655";"1"
"C";"M";"jerry16@mineriadedatos.com.ar";"30000";"2";"Estudios universitarios (en curso)";"Administrativo";"0";"2";"0-1 Km.";"Sur";"72";"1.0";"0.0";"1"
"C";"F";"isabella63@mineriadedatos.com.ar";"60000";"1";"Estudios universitarios (en curso)";"Obrero especializado";"1";"1";"2-5 Km.";"Norte";"52";"0.7297297297297297";"0.2702702702702703";"1"
"S";"F";"chloe64@mineriadedatos.com.ar";"60000";"4";"Licenciatura";"Obrero especializado";"0";"2";"0-1 Km.";"Norte";"49";"0.5714285714285714";"0.42857142857142855";"1"
"C";"F";"monica17@mineriadedatos.com.ar";"20000";"0";"Licenciatura";"Administrativo";"1";"0";"0-1 Km.";"Sur";"33";"0.7647058823529411";"0.23529411764705882";"1"
"C";"F";"latoya0@mineriadedatos.com.ar";"60000";"2";"Licenciatura";"Profesional";"1";"1";"0-1 Km.";"Sur";"45";"0.9655172413793104";"0.034482758620689655";"1"
"C";"F";"sabrina9@mineriadedatos.com.ar";"10000";"3";"Estudios universitarios (en curso)";"Obrero";"0";"2";"0-1 Km.";"Centro";"61";"1.0";"0.0";"1"
"C";"M";"james70@mineriadedatos.com.ar";"70000";"1";"Licenciatura";"Profesional";"0";"1";"0-1 Km.";"Norte";"50";"0.9285714285714286";"0.07142857142857142";"1"
"S";"M";"justin21@mineriadedatos.com.ar";"40000";"0";"Licenciatura";"Profesional";"0";"1";"2-5 Km.";"Norte";"45";"1.0";"0.0";"1"
"S";"F";"cara11@mineriadedatos.com.ar";"20000";"4";"Educaci�n secundaria";"Obrero especializado";"1";"2";"5-10 Km.";"Sur";"64";"0.6190476190476191";"0.38095238095238093";"1"
"S";"F";"katherine50@mineriadedatos.com.ar";"40000";"2";"Estudios universitarios (en curso)";"Administrativo";"1";"1";"1-2 Km.";"Centro";"41";"0.9166666666666666";"0.08333333333333333";"1"
"C";"M";"terrence11@mineriadedatos.com.ar";"130000";"4";"Educaci�n secundaria";"Profesional";"1";"3";"0-1 Km.";"Centro";"62";"1.0";"0.0";"1"
"S";"M";"lucas3@mineriadedatos.com.ar";"60000";"3";"Estudios de postgrado";"Profesional";"0";"0";"0-1 Km.";"Norte";"49";"0.5";"0.5";"1"
"S";"M";"erik19@mineriadedatos.com.ar";"120000";"2";"Licenciatura";"Gesti�n";"0";"3";"0-1 Km.";"Norte";"46";"1.0";"0.0";"1"
"C";"F";"carly16@mineriadedatos.com.ar";"100000";"0";"Educaci�n secundaria (en curso)";"Profesional";"1";"4";"10+ Km.";"Sur";"42";"0.5776173285198556";"0.4223826714801444";"1"
"S";"F";"michele32@mineriadedatos.com.ar";"70000";"2";"Educaci�n secundaria";"Profesional";"1";"2";"5-10 Km.";"Sur";"55";"0.5776173285198556";"0.4223826714801444";"1"
"C";"M";"erick3@mineriadedatos.com.ar";"40000";"1";"Licenciatura";"Obrero especializado";"1";"1";"1-2 Km.";"Centro";"40";"0.9545454545454546";"0.045454545454545456";"1"
"C";"M";"jacob13@mineriadedatos.com.ar";"30000";"1";"Licenciatura";"Obrero especializado";"1";"1";"2-5 Km.";"Norte";"59";"0.9038461538461539";"0.09615384615384616";"1"
"C";"M";"armando18@mineriadedatos.com.ar";"20000";"4";"Educaci�n secundaria";"Obrero especializado";"1";"2";"5-10 Km.";"Sur";"64";"0.6190476190476191";"0.38095238095238093";"1"
"C";"F";"cassie8@mineriadedatos.com.ar";"40000";"1";"Licenciatura";"Obrero especializado";"1";"0";"1-2 Km.";"Centro";"38";"0.9545454545454546";"0.045454545454545456";"1"
"C";"F";"patricia14@mineriadedatos.com.ar";"60000";"2";"Licenciatura";"Profesional";"1";"1";"0-1 Km.";"Sur";"45";"0.9655172413793104";"0.034482758620689655";"1"
